MRPL13	GO:0003735
SBNO1	GO:0003674
CITED4	GO:0003713
ASCL2	GO:0000122
ING2	GO:0003682
INSL3	GO:0005179
RASL11A	GO:0005525
IKZF2	GO:0003676
TCEB2	GO:0030891
RELB	GO:0000122
STYXL1	GO:0006470
MUM1	GO:0005515
HOXC9	GO:0005515
HTN1	GO:0005515
CHRNB1	GO:0004889
EFNB2	GO:0001945
RGS17	GO:0005096
MYD88	GO:0002755
FZD2	GO:0003149
CHTF8	GO:0005634
NRTN	GO:0000165
SERPINB9	GO:0002020
PLXNB1	GO:0002116
GNL3	GO:0003924
SLC12A7	GO:0005887
CKS1B	GO:0000079
HDAC7	GO:0005737
CD164	GO:0005515
SPIB	GO:0003700
MEAF6	GO:0005654
RASL11B	GO:0005525
TSPAN1	GO:0005515
GAL3ST2	GO:0001733
HDAC11	GO:0008152
FSTL5	GO:0005509
IL3RA	GO:0004896
HSF2	GO:0000977
FSCN2	GO:0003779
MYBL1	GO:0003677
PHYH	GO:0001561
NRG2	GO:0005102
SSTR1	GO:0004994
PTPRZ1	GO:0002244
GUK1	GO:0004385
RBFOX1	GO:0000166
BMPR1A	GO:0000981
ALDH3A1	GO:0004028
CMTR1	GO:0004483
AKT1S1	GO:0032007
CEP63	GO:0005813
PDE11A	GO:0004114
NAB2	GO:0001958
TBC1D3F	GO:0005096
TEK	GO:0004714
DYNC2H1	GO:0003777
PLCG1	GO:0000186
GABARAP	GO:0000045
SEPT2	GO:0005525
IYD	GO:0016491
UTF1	GO:0003713
FNIP1	GO:0000122
ASH1L	GO:0008270
CAPN6	GO:0001578
ASPSCR1	GO:0005654
MEGF11	GO:0010842
GP1BA	GO:0000902
UBE2H	GO:0005737
POU4F1	GO:0000122
MYOG	GO:0000977
CSHL1	GO:0005179
TBC1D3B	GO:0005096
DMP1	GO:0001503
SEPT6	GO:0005525
ICAM3	GO:0007155
CREB3L4	GO:0003700
SLC29A4	GO:0005337
ABCF2	GO:0005524
BLOC1S2	GO:0045944
IRF2BP2	GO:0005634
SOCS5	GO:0004860
NIN	GO:0005813
SIX1	GO:0000122
RGS7	GO:0004871
HOXC10	GO:0001501
HUS1	GO:0000724
SLC15A1	GO:0006857
DSG2	GO:0005509
RHOC	GO:0005525
OCIAD1	GO:0005515
ESM1	GO:0001558
KCNA6	GO:0005249
DNAJC13	GO:0001649
IRX2	GO:0005634
DTX3L	GO:0004842
DLX6	GO:0005634
CBR3	GO:0000253
DUSP8	GO:0000188
GCAT	GO:0003824
CLDN2	GO:0005198
IFNA17	GO:0002250
CTR9	GO:0000993
TUBB2B	GO:0001764
PDE6H	GO:0000187
C8orf4	GO:0006915
PHOX2B	GO:0000790
SPRR1B	GO:0001533
GABRA1	GO:0004890
AURKAIP1	GO:0005515
SOX7	GO:0001706
POLM	GO:0005654
AMT	GO:0004047
DEFB4A	GO:0005576
PRPH2	GO:0007155
EPC1	GO:0000122
HLF	GO:0003700
PANX2	GO:0005886
COX7A2L	GO:0004129
TMEM47	GO:0003674
DHX9	GO:0000398
ARHGEF6	GO:0005089
PIK3R4	GO:0004674
TANC1	GO:0007520
RAB3GAP2	GO:0043087
MALT1	GO:0005730
HSD17B2	GO:0016491
RCN1	GO:0005509
NRSN1	GO:0007399
ABHD6	GO:0005739
EPS8	GO:0003779
GFRA1	GO:0005102
ITGA3	GO:0007155
DNAJB9	GO:0005515
C1GALT1C1	GO:0000139
NDUFB8	GO:0005739
NKX2-5	GO:0000122
BASP1	GO:0003714
KCNRG	GO:0005515
KLHL7	GO:0016567
PROM2	GO:0016021
AP1M2	GO:0006886
HAS3	GO:0007155
EIF6	GO:0042256
TAAR1	GO:0001594
YWHAG	GO:0000086
TNN	GO:0003674
HOXA5	GO:0000978
KPNB1	GO:0005622
P2RY1	GO:0001934
SDHA	GO:0016491
DRG1	GO:0005515
UQCRC1	GO:0005739
IMMP1L	GO:0005739
TMED2	GO:0006810
MAN1B1	GO:0004571
STK11IP	GO:0005737
FNDC1	GO:0001934
SLC4A2	GO:0005452
CLDN18	GO:0005198
KCNE2	GO:0005764
EVI2A	GO:0004888
FOXG1	GO:0000122
HIF3A	GO:0000981
PLCB2	GO:0004435
JUP	GO:0002159
CD1D	GO:0004872
SEMA3F	GO:0005615
MAGED1	GO:0000785
TMSB15A	GO:0003785
CD81	GO:0016021
DNAJC10	GO:0005623
MAP4K1	GO:0000165
AKR1E2	GO:0016491
CTSF	GO:0005615
SAMD9	GO:0005737
POU2F3	GO:0003700
NRG4	GO:0005102
MATN3	GO:0001501
PRDM14	GO:0000902
PRM2	GO:0000786
NONO	GO:0000166
TNNT3	GO:0005861
PLCB3	GO:0003073
SDHAF2	GO:0005515
TRPM5	GO:0005227
SBNO2	GO:0006355
TOP3A	GO:0003677
SOX15	GO:0000122
EMP3	GO:0016021
MAML1	GO:0002193
PHF20L1	GO:0046872
NMB	GO:0005179
NGEF	GO:0005089
DGKG	GO:0005622
FAM132B	GO:0005179
H6PD	GO:0004345
CRTC3	GO:0005634
TMEM244	GO:0016021
MAFK	GO:0000976
ARRDC3	GO:0001659
TRAM1L1	GO:0005789
POLR2D	GO:0000166
SAP30BP	GO:0006355
LARP6	GO:0000166
TMEM38B	GO:0005261
ZZZ3	GO:0003677
MKL2	GO:0003779
MGAT1	GO:0006486
NPC1L1	GO:0007165
PPIE	GO:0000166
TMEM101	GO:0004871
PLSCR3	GO:0005509
ALMS1	GO:0005622
ARHGAP11A	GO:0007165
ZNF483	GO:0003700
SGMS2	GO:0005794
NPY5R	GO:0001601
BSX	GO:0003700
GNAT3	GO:0001580
TBL1Y	GO:0000118
PCDH9	GO:0005509
EEF1E1	GO:0005515
TCF20	GO:0008270
ETF1	GO:0005829
MAGEL2	GO:0004842
TUB	GO:0005576
MRPL9	GO:0003735
TMEM108	GO:0016021
ACAD9	GO:0005739
PLIN3	GO:0005515
SLC6A14	GO:0003333
EIF2B4	GO:0045947
PTER	GO:0008270
GOLGA1	GO:0005794
OR4S2	GO:0004888
ACVR1C	GO:0002021
COX7A1	GO:0004129
AQP9	GO:0005623
NFE2L1	GO:0003700
CS	GO:0004108
TTC28	GO:0005813
CD180	GO:0002322
PEX2	GO:0000209
ZNF385B	GO:0003676
ARL4D	GO:0003924
MBOAT4	GO:0005789
EPHA6	GO:0005003
CRISP2	GO:0005615
CLEC4E	GO:0002223
PFKP	GO:0003872
SUCLG2	GO:0003824
PPM1L	GO:0000165
OSBPL1A	GO:0005515
AQP7	GO:0005623
ACADVL	GO:0003995
WNT16	GO:0005109
GPS2	GO:0000122
MC5R	GO:0004977
PYY2	GO:0005576
PRRX1	GO:0005634
FDFT1	GO:0005783
THRSP	GO:0005654
RAB23	GO:0000045
RPGRIP1L	GO:0001701
KIF2B	GO:0000278
TTC8	GO:0034464
MED13	GO:0001104
HAL	GO:0009058
VGLL3	GO:0005634
PHF2	GO:0008270
EPM2AIP1	GO:0005515
FABP9	GO:0001669
MRPL33	GO:0003735
HSPA13	GO:0005515
MSTN	GO:0002230
GNPDA2	GO:0004342
MGAT2	GO:0000139
INPP5E	GO:0001726
RNASE12	GO:0003676
SPSB3	GO:0005515
DNAJC6	GO:0004725
S1PR5	GO:0003376
CRLS1	GO:0008654
PASK	GO:0004871
DOCK5	GO:0005085
MFAP2	GO:0001527
MEST	GO:0003824
PNPLA1	GO:0006629
NHLH2	GO:0000977
NMS	GO:0005576
C16orf62	GO:0005515
CAPN3	GO:0004198
NPFFR2	GO:0004930
OR2B2	GO:0004930
CCL19	GO:0005615
MRAP2	GO:0005515
LCOR	GO:0000122
ANGPTL6	GO:0001525
MOGAT3	GO:0003846
ATRAID	GO:0003674
LAMTOR1	GO:0001919
ALDH6A1	GO:0004029
FAIM2	GO:0016021
NAP1L5	GO:0005634
BHMT	GO:0005829
BBS5	GO:0034464
RNASE4	GO:0003676
NMUR2	GO:0001607
MACROD2	GO:0005634
PNPLA3	GO:0008152
SERPINA12	GO:0004867
NR1H3	GO:0000122
ATPAF1	GO:0005739
BBS1	GO:0005813
PDE10A	GO:0004114
ABHD5	GO:0006508
BBS2	GO:0016020
GPRC5B	GO:0004930
NPHP3	GO:0001822
DGAT2	GO:0003846
KCTD15	GO:0051260
PRSS55	GO:0004252
C1QTNF2	GO:0000187
SLC27A4	GO:0000166
SLC27A6	GO:0001676
ZPLD1	GO:0016021
PPP2R2A	GO:0000159
SDCCAG8	GO:0000086
PLIN4	GO:0005737
CLMP	GO:0005881
CELF4	GO:0000166
ACSL1	GO:0008152
KSR2	GO:0004672
SLC27A1	GO:0001676
TFAP2B	GO:0000122
RSRC1	GO:0000380
ARL15	GO:0005525
FNDC5	GO:0005576
CBY1	GO:0036064
SH3PXD2B	GO:0001501
SUCLA2	GO:0003824
PRKAR2B	GO:0000086
JADE2	GO:0008270
LYPLAL1	GO:0002084
CA10	GO:0003674
OXCT1	GO:0008152
OR4P4	GO:0004888
ACOT11	GO:0005737
RPS14	GO:0003735
COX7C	GO:0004129
ANKRD26	GO:0005813
AACS	GO:0001889
GK	GO:0005737
LEPROTL1	GO:0016021
NUFIP1	GO:0000492
C1QTNF7	GO:0005581
PPM1K	GO:0004722
TRIM66	GO:0003682
CYB5A	GO:0004033
ERF	GO:0000981
SERF1A	GO:0003674
GPC6	GO:0005578
AKAP1	GO:0003723
FAHD2A	GO:0003824
C5AR2	GO:0004944
IL15RA	GO:0005886
TPPP2	GO:0005737
GAS7	GO:0001726
ECHS1	GO:0004300
ZNF197	GO:0003700
FOXC2	GO:0000122
PLIN5	GO:0005737
TAS2R14	GO:0001580
SLN	GO:0004857
TULP1	GO:0001750
SLC25A14	GO:0006839
ALDH1L1	GO:0004029
RSC1A1	GO:0005634
LGR4	GO:0001649
ACADM	GO:0003995
SEC16B	GO:0000139
EML6	GO:0005737
GNAT2	GO:0001580
PARD3B	GO:0005923
QRFP	GO:0005184
APOBEC1	GO:0003723
SPRY1	GO:0001759
PACS1	GO:0000042
SLC10A2	GO:0000502
KLF7	GO:0003677
INHBB	GO:0001541
BEGAIN	GO:0016301
GABRA6	GO:0004890
ATP5E	GO:0000275
FDX1	GO:0005506
C4orf33	GO:0005515
BBS4	GO:0034464
FOXP2	GO:0003700
SPZ1	GO:0003700
GYS2	GO:0004373
C1QL3	GO:0005576
EDIL3	GO:0005178
PAQR3	GO:0004872
OR4C6	GO:0004888
DNAJB3	GO:0070062
FAM3C	GO:0005794
SLC16A7	GO:0005887
SH3BGRL	GO:0005070
BCDIN3D	GO:0001510
MTRNR2L7	GO:0005576
DNAJC1	GO:0001671
ARL6	GO:0005525
ENHO	GO:0005576
GPR50	GO:0007186
PRLH	GO:0001894
FABP5	GO:0005215
NYX	GO:0003674
GPR83	GO:0004930
BBS7	GO:0005930
NYAP2	GO:0005515
DCXR	GO:0016491
LACTB	GO:0005737
ANO3	GO:0016021
COX4I1	GO:0004129
LYRM1	GO:0005654
PLIN1	GO:0005783
PRLHR	GO:0004930
ORC3	GO:0000082
PSMD8	GO:0005838
UQCRC2	GO:0004222
C1QTNF5	GO:0005581
SIM1	GO:0000981
CMKLR1	GO:0004950
SPAG8	GO:0008017
SLC15A4	GO:0005215
CYP26B1	GO:0005506
TBCE	GO:0000226
BPESC1	GO:0003674
MSMO1	GO:0005506
ATRN	GO:0004872
SH3BGR	GO:0005070
RPTOR	GO:0031929
RAI1	GO:0005634
GIPR	GO:0005886
RXFP3	GO:0004930
PDK4	GO:0002230
TMPRSS15	GO:0004252
CEP19	GO:0000922
MFRP	GO:0003674
MOGAT2	GO:0003846
TBC1D1	GO:0005096
GSS	GO:0000287
HOXD1	GO:0005634
ZNF429	GO:0003676
SCN9A	GO:0001518
OR2J2	GO:0004930
OPRD1	GO:0007218
PNOC	GO:0001515
KCNK18	GO:0005267
CLCN7	GO:0005247
NPBWR1	GO:0004985
SCN4A	GO:0001518
CACNA2D1	GO:0005246
GPRIN1	GO:0005886
LIPF	GO:0004806
HIPK3	GO:0004672
ATXN8OS	GO:0005737
ALDOC	GO:0004332
STRN	GO:0005515
ATP6V1A	GO:0015992
STX7	GO:0000149
PPT1	GO:0002084
CCT3	GO:0005524
ATP6V0D1	GO:0015078
EFHD2	GO:0005509
CLTB	GO:0005198
XKR4	GO:0016021
KDM2B	GO:0008270
ARVCF	GO:0005654
HDAC10	GO:0008152
C21orf62	GO:0003674
GRM4	GO:0001642
PRSS16	GO:0006508
ARHGAP32	GO:0000139
ZNF74	GO:0003676
SRSF7	GO:0000166
GAS2L1	GO:0001725
MB21D1	GO:0002218
DGCR14	GO:0000398
ABCF1	GO:0005737
DKK4	GO:0003674
CCS	GO:0004784
ALG9	GO:0000030
TPSG1	GO:0004252
KIAA0513	GO:0005737
ASTN1	GO:0001764
NDUFV2	GO:0016491
LLGL1	GO:0000137
TRMT2A	GO:0000166
ACSM1	GO:0003824
SYNGAP1	GO:0005096
SHISA5	GO:0004871
EML5	GO:0003674
SULT4A1	GO:0005515
EN1	GO:0000122
FXR1	GO:0003729
AJAP1	GO:0005912
GNAO1	GO:0003924
VPS39	GO:0016192
PI4KA	GO:0004430
HNRNPA0	GO:0000166
MYL4	GO:0005509
ZNF804A	GO:0046872
KCNJ10	GO:0005102
PLLP	GO:0016021
MUC15	GO:0005576
HERC2	GO:0042787
AP3M2	GO:0006810
UGT1A4	GO:0005783
RIMS3	GO:0006836
KCNQ2	GO:0005249
NCAN	GO:0001501
HCAR2	GO:0001781
SLC18A1	GO:0005789
MYT1L	GO:0003700
SPATA5	GO:0005524
POU3F2	GO:0001105
MDGA1	GO:0016020
KIF21A	GO:0003777
ADSS	GO:0000287
ALDH1A3	GO:0001758
ELOVL5	GO:0006633
NDUFS3	GO:0003954
SCRG1	GO:0005515
TAAR6	GO:0001594
GFRA3	GO:0001764
ACVR1B	GO:0004675
PTPN21	GO:0005856
TAPBP	GO:0002397
SLC32A1	GO:0003333
LRFN5	GO:0016021
MOXD1	GO:0055114
INPP5A	GO:0046856
AP3B2	GO:0006886
HIST1H2BJ	GO:0000786
PNPLA8	GO:0006629
BTN2A2	GO:0005515
GABRB2	GO:0004890
GPR85	GO:0004930
SLC26A8	GO:0008271
EIF4A2	GO:0004004
KCNH5	GO:0000155
DLGAP1	GO:0007268
AGBL1	GO:0004181
NLGN2	GO:0004872
SRGAP3	GO:0005096
EGR4	GO:0003676
SHANK3	GO:0000165
CYHR1	GO:0005654
SLC17A3	GO:0005436
ACOT6	GO:0005829
ACO2	GO:0005634
GPM6A	GO:0016021
P2RX3	GO:0001614
PSMG1	GO:0005515
PIK3C2G	GO:0002250
LAMB2	GO:0005178
CASK	GO:0001953
RPS29	GO:0003735
CSN3	GO:0003674
ENTPD4	GO:0008152
NTNG1	GO:0005515
CACNG8	GO:0005245
SNX19	GO:0035091
PCDHA1	GO:0005509
CDC42SE2	GO:0007165
HINT1	GO:0003824
ALDH5A1	GO:0004029
SLC6A5	GO:0005328
HTR3D	GO:0006811
TUBB	GO:0000086
MAP1A	GO:0000226
FARSA	GO:0006432
HTR3E	GO:0004993
VRK2	GO:0006897
GRIN2D	GO:0001964
PTPRG	GO:0004725
CLDN5	GO:0005198
UGT1A3	GO:0001972
PLCL2	GO:0004435
NDUFV1	GO:0008137
NRCAM	GO:0001525
ITIH4	GO:0004867
STAB1	GO:0005041
HIST1H2AG	GO:0000786
BLOC1S5	GO:0030133
ARHGEF11	GO:0000910
ESAM	GO:0005886
KPNA3	GO:0005515
HTR1F	GO:0004993
NCS1	GO:0000287
GABRR2	GO:0004890
MCTP2	GO:0005509
RGS16	GO:0005096
NOVA1	GO:0003723
ADAM22	GO:0004222
TNIK	GO:0000165
FASTKD5	GO:0004672
DTNB	GO:0005737
SYN3	GO:0005524
STT3A	GO:0004576
MAPKAPK3	GO:0000165
VANGL2	GO:0001725
EDEM2	GO:0005509
OR2H1	GO:0004930
HIST1H2AH	GO:0000786
AP3M1	GO:0005515
FBXL21	GO:0005634
PCDH12	GO:0005509
IFITM2	GO:0009607
SLC25A27	GO:0005739
SHOX	GO:0001501
TRAK1	GO:0005515
GNA13	GO:0001569
RAPGEF6	GO:0005085
PKNOX2	GO:0003785
PLA2G4B	GO:0004622
APEX2	GO:0003677
NUDT6	GO:0005575
GABRG2	GO:0005230
HP1BP3	GO:0000786
GPR153	GO:0004930
SHISA9	GO:0008328
STON2	GO:0006886
OTOS	GO:0005576
AP3D1	GO:0006886
ITIH3	GO:0004867
SLC1A5	GO:0006835
TAGLN3	GO:0051015
HNRNPA3	GO:0000166
PIP4K2C	GO:0016307
FBP1	GO:0005515
HAPLN2	GO:0001501
MLEC	GO:0005783
KREMEN1	GO:0005515
ZNF184	GO:0003677
GRID1	GO:0004970
IK	GO:0005634
AKAP5	GO:0005515
DYRK3	GO:0000287
UFD1L	GO:0006511
GRM3	GO:0001641
ETNPPL	GO:0008152
SYNGR1	GO:0016021
PDE7B	GO:0004114
ZNF565	GO:0003676
MTIF3	GO:0003743
RHD	GO:0008519
HNRNPC	GO:0000166
RGS12	GO:0005634
DOCK4	GO:0005085
KMO	GO:0005739
VIPR2	GO:0004999
SRGAP2	GO:0007165
GMPS	GO:0003921
RGS9	GO:0004871
DAAM2	GO:0003779
ZIC2	GO:0003676
CELF2	GO:0000166
PLA2G4D	GO:0004623
PEX19	GO:0005654
TLL1	GO:0004222
IPO5	GO:0005654
ZNF480	GO:0003676
P2RX2	GO:0001614
GNAL	GO:0001664
CHURC1	GO:0007275
EIF5	GO:0003743
CHD4	GO:0003677
NPRL2	GO:0004672
FZD3	GO:0004930
RGS8	GO:0005096
GRIK1	GO:0004970
CYP26C1	GO:0005506
HRH2	GO:0001697
NTAN1	GO:0008152
UQCC2	GO:0005634
CA4	GO:0004089
APOL4	GO:0005576
SPTAN1	GO:0003779
RPS10	GO:0005737
GDF10	GO:0001501
USP46	GO:0006511
THOP1	GO:0004222
BTG1	GO:0003712
CERKL	GO:0005730
BSN	GO:0005634
CCDC68	GO:0005515
ARHGEF10	GO:0005089
KIF13A	GO:0003777
PCDHA3	GO:0005509
GRIK5	GO:0005234
YWHAH	GO:0019904
NRXN2	GO:0007268
SRGAP1	GO:0005096
NDUFB5	GO:0005654
ALS2CL	GO:0005089
CTNNA2	GO:0005913
GRIK2	GO:0004970
CCDC137	GO:0005730
CPLX1	GO:0006836
DRP2	GO:0005737
RASD2	GO:0001963
GPR17	GO:0004930
PIK3C2A	GO:0002250
DCDC2	GO:0005622
SYT11	GO:0005509
SLC1A6	GO:0006835
ZNF530	GO:0003676
NDEL1	GO:0000132
HSPA12A	GO:0003674
ST6GAL2	GO:0005794
APOL6	GO:0005576
ALDH3B1	GO:0016491
NPTN	GO:0001934
TCP1	GO:0005524
P2RX1	GO:0001614
PLA2G4C	GO:0008152
ERMN	GO:0003779
MBD1	GO:0003677
RNF40	GO:0005654
GPS1	GO:0005634
APOL2	GO:0005576
RPA1	GO:0003677
GULP1	GO:0004871
CCDC108	GO:0005515
FOXK2	GO:0003700
MYL12B	GO:0001725
TUBA1A	GO:0003924
CAMK2B	GO:0004672
GABRA5	GO:0004890
CAMKV	GO:0004672
TOP3B	GO:0003677
FAM3D	GO:0005125
MOBP	GO:0007399
ZKSCAN4	GO:0003677
ZBTB20	GO:0000122
SLC6A1	GO:0005328
GGTA1P	GO:0003840
KIR3DL2	GO:0005886
RGS9BP	GO:0007603
PLEKHG3	GO:0005089
EIF3D	GO:0003743
SPTB	GO:0003779
MPP2	GO:0004385
ROBO2	GO:0016021
SEPT7	GO:0005525
ATP5H	GO:0000276
LYRM4	GO:0005739
CCBL2	GO:0003824
PTGFRN	GO:0005515
RLBP1	GO:0005215
CTXN3	GO:0016021
DEFB107A	GO:0005576
CNPY3	GO:0002224
GRM2	GO:0001641
MDH1	GO:0005975
DGCR2	GO:0007155
CCDC60	GO:0005515
PLSCR4	GO:0017121
GRIA4	GO:0005234
CALY	GO:0005887
GPR115	GO:0004930
LMNB2	GO:0005198
WASH1	GO:0003779
SIRPB1	GO:0005515
CACNA1B	GO:0005509
SLC1A4	GO:0005254
NDUFS6	GO:0005743
APOL5	GO:0005575
PRKAR2A	GO:0005952
OR4C46	GO:0004888
WASH6P	GO:0003674
LANCL2	GO:0003824
CLSTN2	GO:0005509
NTNG2	GO:0003674
TTC9C	GO:0000413
UHMK1	GO:0003676
NDE1	GO:0005871
MAP7	GO:0000902
SLC24A5	GO:0005802
SEMA6C	GO:0005886
AGAP1	GO:0005525
GNPAT	GO:0005102
NEFM	GO:0005198
HTR5A	GO:0004993
SLC12A5	GO:0005887
SNAP29	GO:0016082
ZDHHC8	GO:0008152
ARHGAP18	GO:0005096
CHRM5	GO:0007207
PKN2	GO:0007165
GABRR1	GO:0004890
PITPNM1	GO:0005622
CHRNA2	GO:0006811
TSPAN18	GO:0016021
VAPB	GO:0005789
TRAF3IP1	GO:0005813
FIGN	GO:0008152
CSF2RA	GO:0004896
MSRB1	GO:0006979
HTR1D	GO:0004993
R3HDML	GO:0005576
TBCB	GO:0005737
ASTN2	GO:0005768
DLX1	GO:0005634
NEK4	GO:0004672
GLUD1	GO:0004352
PCM1	GO:0005813
SLC17A6	GO:0001504
CALN1	GO:0005509
SMOC1	GO:0001654
KIF17	GO:0005524
ACADL	GO:0000062
SLC38A8	GO:0003333
DDX60L	GO:0003676
TMEM56	GO:0016021
IKBKG	GO:0005737
PARVB	GO:0003779
SAMM50	GO:0001401
COL13A1	GO:0001763
ACADS	GO:0003995
SLC46A3	GO:0003674
CELF5	GO:0000166
EHBP1L1	GO:0003674
CWF19L1	GO:0003674
GAFA1	GO:0016021
ERLIN1	GO:0005515
SLC25A13	GO:0005215
NPVF	GO:0005576
SLC9A9	GO:0006885
MAST4	GO:0000287
LPPR4	GO:0005887
SEL1L3	GO:0005634
CHST2	GO:0000139
HFE2	GO:0015026
SLC40A1	GO:0005381
PKDCC	GO:0046777
FGFR1OP	GO:0005815
ALX3	GO:0005634
TMEM67	GO:0010826
DAAM1	GO:0003779
OPHN1	GO:0003779
RIPK4	GO:0002009
PRNT	GO:0005576
RPS7	GO:0003735
PIGP	GO:0006506
NOA1	GO:0003924
PRICKLE1	GO:0008270
EFTUD2	GO:0005525
EN2	GO:0005634
CALML3	GO:0005509
RNF112	GO:0008270
TBX6	GO:0000122
NODAL	GO:0005125
MEF2C	GO:0003677
ATP6V0A2	GO:0007035
ZIC5	GO:0001843
ATP6V1E1	GO:0015991
CA8	GO:0004089
WAC	GO:0000993
TSPYL1	GO:0005634
PROP1	GO:0000122
WWP2	GO:0005737
RPGR	GO:0001750
ACKR4	GO:0004950
CEP290	GO:0005634
NR2E1	GO:0000122
TTF2	GO:0003677
KIF7	GO:0003777
ZIC3	GO:0000978
CDH7	GO:0005509
LHX4	GO:0001890
CCDC114	GO:0005515
UBR1	GO:0000151
MIS18BP1	GO:0000775
GTF2IRD1	GO:0005654
POMT1	GO:0000030
GTF2I	GO:0003677
RPL5	GO:0000184
BBS10	GO:0001103
SIX3	GO:0000060
OR6K2	GO:0004888
TGIF1	GO:0003677
CLN5	GO:0005764
AGGF1	GO:0001525
CDH19	GO:0005509
SPATA7	GO:0005515
POU1F1	GO:0003700
PTF1A	GO:0001077
PAX1	GO:0003677
ARFGEF2	GO:0000139
MTHFD2L	GO:0004477
COL8A1	GO:0001525
GAS1	GO:0002053
NPHP1	GO:0005929
EVC2	GO:0007224
TEAD2	GO:0003700
HSD11B1L	GO:0016491
PKHD1	GO:0001822
CHD7	GO:0001501
OTOF	GO:0005509
SMARCAL1	GO:0000733
CDH20	GO:0005509
CDCA8	GO:0000278
ARL13B	GO:0001947
PKP2	GO:0016337
SEC23A	GO:0006886
EYA1	GO:0004725
ZBTB14	GO:0000977
SMAD6	GO:0005622
UBA2	GO:0005829
ENAM	GO:0005578
KIAA1279	GO:0005515
SRD5A3	GO:0005737
RTTN	GO:0005813
EGFL7	GO:0001525
NIPBL	GO:0000122
HOXA13	GO:0001501
MED13L	GO:0001104
FGF17	GO:0005105
ANKRD11	GO:0001701
CHTOP	GO:0000346
DHRS3	GO:0000166
ZIC4	GO:0003676
OFD1	GO:0015630
MESP2	GO:0003677
NEU1	GO:0004308
G6PC3	GO:0006094
ARX	GO:0000122
TUFM	GO:0003924
PINX1	GO:0003676
DPP8	GO:0006508
RSAD2	GO:0003824
OMP	GO:0004871
TRAF3IP2	GO:0001783
MRPL10	GO:0003735
FEM1A	GO:0004842
ELK1	GO:0003700
MASP2	GO:0001855
ATG9B	GO:0000045
HDAC5	GO:0004407
APOBR	GO:0005886
PARP3	GO:0003950
TNNT2	GO:0005861
GPR132	GO:0000082
SLC17A4	GO:0005436
HMCN1	GO:0005509
ZNF326	GO:0003677
LDLRAP1	GO:0001540
OLFML2B	GO:0030198
MYO7A	GO:0003774
MYH15	GO:0003774
BRINP3	GO:0005576
OSBPL8	GO:0006869
PDZK1	GO:0005124
FEM1B	GO:0004842
CALU	GO:0005509
ARHGEF26	GO:0001726
LDB2	GO:0003712
SKIV2L	GO:0004386
SERPINB1	GO:0004867
ZNF202	GO:0000981
EARS2	GO:0000049
BHMT2	GO:0005829
SLC16A8	GO:0005887
GPR162	GO:0004930
TBX18	GO:0000122
NOXA1	GO:0005515
ITGB5	GO:0004872
TOR2A	GO:0005524
EPRS	GO:0004818
DPP9	GO:0006508
ANGPTL3	GO:0004857
AMPD2	GO:0003876
FCRL6	GO:0009897
PSMA7	GO:0004175
MNDA	GO:0003677
CANX	GO:0005509
ASAH2	GO:0005739
TONSL	GO:0000724
NFKBIB	GO:0002224
SDC4	GO:0001523
F13B	GO:0005576
APOA1BP	GO:0005654
OSCP1	GO:0006810
CCDC8	GO:0000226
PLEKHA1	GO:0001553
SOX18	GO:0000122
IFNAR2	GO:0019221
IRF3	GO:0003700
KCNK1	GO:0005242
PTOV1	GO:0005634
UTP20	GO:0000447
ABCG8	GO:0005515
PRKAG1	GO:0004672
KCNH4	GO:0000155
RFX5	GO:0000978
DSCR10	GO:0003674
KLF15	GO:0001077
PDE1A	GO:0004115
SAMD1	GO:0005576
MRC2	GO:0001649
USP32	GO:0004197
SULT1A3	GO:0008146
NCOR1	GO:0003677
DOCK3	GO:0005085
SERTAD1	GO:0000079
ZNF276	GO:0005634
VPS4B	GO:0007033
APOBEC3A	GO:0004126
PRPF38B	GO:0071011
OCM2	GO:0005509
ARF4	GO:0005525
CENPB	GO:0000775
PIBF1	GO:0005515
TEX14	GO:0000776
CCDC88C	GO:0016055
PRPF3	GO:0000244
ARHGEF12	GO:0005089
MAPK15	GO:0000122
SLC4A7	GO:0005452
ATP1B2	GO:0005890
HRSP12	GO:0008152
SLC39A10	GO:0006829
LFNG	GO:0008152
STXBP4	GO:0005654
IMPDH1	GO:0003824
IGDCC3	GO:0005887
AKAP4	GO:0005737
SLC35G6	GO:0016021
PIH1D1	GO:0000492
RASAL2	GO:0005737
MAPK1IP1L	GO:0005515
SPG21	GO:0005515
MYH1	GO:0003774
OR2J3	GO:0004930
BDH1	GO:0005737
COPS6	GO:0005654
GINS2	GO:0000727
AJUBA	GO:0008270
GEN1	GO:0003677
NEK9	GO:0004674
PNMA3	GO:0003676
BEX1	GO:0001102
ARHGDIG	GO:0005094
ATP2C2	GO:0005388
HMGCL	GO:0004419
STIM2	GO:0005246
SULT1A4	GO:0008146
SLCO5A1	GO:0005215
ILF3	GO:0005654
ZAK	GO:0004672
FKBPL	GO:0000413
UGT2B11	GO:0009813
SLCO2B1	GO:0001889
CDC27	GO:0005654
UNC45A	GO:0005515
RAD51B	GO:0000724
PREX2	GO:0005096
L3MBTL4	GO:0003700
HBM	GO:0005344
FAU	GO:0003735
FBXO10	GO:0000151
SLK	GO:0004674
NCOA7	GO:0005515
NPNT	GO:0005509
PHLDA3	GO:0005546
PACSIN3	GO:0005543
